Timestamp,Name,DURATION,Genre,Acousticness,Loudness,Liveness,Instrumentality,Energy,Target,Tempo,Rating
9/18/2020 0:22,Avijog,MEDIUM,pop,HIGH,LOW,MEDIUM,MEDIUM,LOW,1,MEDIUM,3
9/18/2020 0:23,Ami tomar shathey amake khuje pai,MEDIUM,folk,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,1,MEDIUM,4
9/18/2020 0:24,Rojoni gondha,MEDIUM,folk,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,0,MEDIUM,4
9/18/2020 0:27,Cholo Bodle Jai,SHORT,rock,LOW,MEDIUM,HIGH,MEDIUM,HIGH,0,MEDIUM,4
9/18/2020 0:28,Nodir Buke Chad,LONG,folk,HIGH,MEDIUM,MEDIUM,LOW,MEDIUM,1,MEDIUM,5
9/18/2020 0:28,Babu khaicho,SHORT,pop,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,1,MEDIUM,4
9/18/2020 0:28,Eka,LONG,jazz,HIGH,MEDIUM,LOW,HIGH,MEDIUM,1,MEDIUM,4
9/18/2020 0:30,Ashole keo Shukhi Noy,LONG,jazz,LOW,MEDIUM,LOW,LOW,MEDIUM,1,HIGH,5
9/18/2020 0:31,Jiboner Mane,MEDIUM,folk,MEDIUM,HIGH,HIGH,LOW,MEDIUM,1,MEDIUM,5
9/18/2020 0:34,Tmi jaiyo na,SHORT,rock,HIGH,HIGH,HIGH,MEDIUM,HIGH,1,MEDIUM,5
9/18/2020 0:35,Vromor Koiyo Giya,MEDIUM,folk,LOW,LOW,HIGH,LOW,HIGH,1,MEDIUM,5
9/18/2020 0:36,Bondhurey,MEDIUM,pop,MEDIUM,MEDIUM,MEDIUM,HIGH,HIGH,1,MEDIUM,4
9/18/2020 0:36,Khoka ,MEDIUM,jazz,MEDIUM,MEDIUM,MEDIUM,MEDIUM,HIGH,1,MEDIUM,4
9/18/2020 0:37,Avijog,SHORT,jazz,HIGH,HIGH,HIGH,LOW,HIGH,1,HIGH,5
9/18/2020 0:37,Amar Shona Bondhu Re,MEDIUM,folk,HIGH,HIGH,HIGH,HIGH,HIGH,1,HIGH,5
9/18/2020 0:38,Ojanai,MEDIUM,jazz,HIGH,MEDIUM,HIGH,MEDIUM,HIGH,1,MEDIUM,5
9/18/2020 0:41,Wish you were here,MEDIUM,jazz,LOW,MEDIUM,HIGH,HIGH,HIGH,1,MEDIUM,5
9/18/2020 0:42,Black Magic By Little Mix,SHORT,rock,HIGH,HIGH,MEDIUM,HIGH,HIGH,1,HIGH,5
9/18/2020 0:44,Bonde Maya lagaise,MEDIUM,folk,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,1,MEDIUM,4
9/18/2020 0:44,Esho Amar Shohore,SHORT,jazz,HIGH,LOW,HIGH,HIGH,HIGH,1,MEDIUM,5
9/18/2020 0:45,Kemne Vulibo Ami,SHORT,folk,HIGH,HIGH,HIGH,HIGH,HIGH,1,HIGH,5
9/18/2020 0:45,Maya Cycle,SHORT,folk,HIGH,LOW,HIGH,HIGH,LOW,1,MEDIUM,4
9/18/2020 0:46,Shona Diya Bandaisi Ghor,MEDIUM,folk,HIGH,HIGH,HIGH,HIGH,HIGH,1,HIGH,5
9/18/2020 0:46,Mon,SHORT,jazz,MEDIUM,LOW,HIGH,LOW,HIGH,1,MEDIUM,5
9/18/2020 0:47,Shape of you,SHORT,rock,HIGH,HIGH,MEDIUM,HIGH,HIGH,1,HIGH,4
9/18/2020 0:49,No surprises,MEDIUM,jazz,MEDIUM,LOW,HIGH,LOW,HIGH,1,MEDIUM,5
9/18/2020 0:51,Ei mon tumak dilam,MEDIUM,folk,MEDIUM,MEDIUM,HIGH,MEDIUM,MEDIUM,1,MEDIUM,5
9/18/2020 1:12,O Dunia,MEDIUM,rock,LOW,HIGH,MEDIUM,MEDIUM,HIGH,1,HIGH,5
9/18/2020 16:06,Premer Nam Bedona,MEDIUM,pop,MEDIUM,LOW,HIGH,MEDIUM,MEDIUM,1,LOW,4
9/18/2020 16:42,Ei Mon Tomake Dilam,LONG,folk,HIGH,MEDIUM,LOW,HIGH,MEDIUM,1,HIGH,4
9/18/2020 16:52,Tomake Chai,SHORT,rock,HIGH,MEDIUM,MEDIUM,LOW,HIGH,1,MEDIUM,5
9/18/2020 16:53,Shudhu Tomake Chai,LONG,pop,HIGH,LOW,MEDIUM,MEDIUM,HIGH,0,LOW,3
9/18/2020 17:05,Jeo Na Shathi,MEDIUM,rnb,MEDIUM,LOW,HIGH,MEDIUM,MEDIUM,0,MEDIUM,2
9/18/2020 17:07,Shonar Moyna Pakhi,SHORT,rock,HIGH,MEDIUM,HIGH,MEDIUM,HIGH,1,MEDIUM,4
9/18/2020 17:17,Amar Ekla Akash,MEDIUM,jazz,MEDIUM,HIGH,MEDIUM,LOW,LOW,1,MEDIUM,4
9/18/2020 17:18,Din Bari Jay,LONG,rock,HIGH,MEDIUM,MEDIUM,HIGH,MEDIUM,1,HIGH,5
9/18/2020 17:19,Amar Sarata Din,MEDIUM,pop,LOW,LOW,LOW,MEDIUM,LOW,0,HIGH,1
9/18/2020 17:20,Jhoom,LONG,jazz,HIGH,MEDIUM,HIGH,MEDIUM,MEDIUM,1,MEDIUM,3
9/18/2020 17:21,Abar,SHORT,folk,MEDIUM,HIGH,MEDIUM,LOW,HIGH,0,MEDIUM,1
9/18/2020 17:23,Ekakitte,SHORT,rnb,MEDIUM,MEDIUM,HIGH,LOW,MEDIUM,1,HIGH,4
9/18/2020 17:24,Deyale Deyale,SHORT,rock,MEDIUM,HIGH,MEDIUM,MEDIUM,HIGH,1,MEDIUM,3
9/18/2020 17:25,Aha re,LONG,folk,HIGH,MEDIUM,MEDIUM,HIGH,HIGH,1,MEDIUM,4
9/18/2020 17:26,Amar Shopno Tumi,MEDIUM,rock,HIGH,MEDIUM,MEDIUM,HIGH,MEDIUM,1,LOW,4
9/18/2020 17:27,Ki Tomar Nam,LONG,rnb,MEDIUM,HIGH,MEDIUM,HIGH,MEDIUM,1,MEDIUM,5
9/18/2020 17:28,Premi O Premi,LONG,folk,LOW,MEDIUM,HIGH,MEDIUM,MEDIUM,1,HIGH,3
9/18/2020 17:28,Kichu Kichu Kotha,MEDIUM,jazz,HIGH,MEDIUM,MEDIUM,LOW,LOW,1,MEDIUM,4
9/18/2020 17:29,Akashe Batashe,MEDIUM,pop,HIGH,MEDIUM,LOW,LOW,MEDIUM,1,MEDIUM,5
9/18/2020 17:29,Bangladesher Meye,SHORT,jazz,LOW,HIGH,LOW,HIGH,MEDIUM,1,MEDIUM,3
9/18/2020 17:30,Omanush,LONG,rnb,MEDIUM,HIGH,HIGH,MEDIUM,MEDIUM,1,LOW,5
9/18/2020 17:30,Jonom Jonom,MEDIUM,rock,MEDIUM,HIGH,HIGH,MEDIUM,LOW,1,HIGH,4
9/18/2020 17:33,Shoto Jonomer Shopno,MEDIUM,folk,LOW,LOW,MEDIUM,MEDIUM,HIGH,1,MEDIUM,5
9/18/2020 17:33,Tumi Amar Koto Chena,LONG,jazz,MEDIUM,HIGH,HIGH,LOW,LOW,1,HIGH,4
9/18/2020 19:50,Fire Asho Na,MEDIUM,rock,LOW,MEDIUM,HIGH,MEDIUM,LOW,1,LOW,5
9/18/2020 19:52,Tumi Amar koto Chena,SHORT,jazz,MEDIUM,HIGH,MEDIUM,LOW,MEDIUM,1,MEDIUM,3
9/18/2020 19:52,Chena Chena Lage,LONG,folk,HIGH,MEDIUM,MEDIUM,HIGH,HIGH,1,MEDIUM,4
9/18/2020 19:53,Tumi Amar Valobasha,SHORT,rnb,LOW,MEDIUM,HIGH,MEDIUM,HIGH,1,MEDIUM,5
9/18/2020 19:54,Ami Tomari ,MEDIUM,pop,MEDIUM,LOW,HIGH,MEDIUM,HIGH,1,MEDIUM,4
9/18/2020 19:55,Jiboner Golpo,LONG,pop,HIGH,MEDIUM,MEDIUM,HIGH,MEDIUM,1,HIGH,5
9/18/2020 20:03,Boro Eka Eka Lage Amar,LONG,rock,MEDIUM,LOW,HIGH,MEDIUM,LOW,1,MEDIUM,5
9/18/2020 20:03,Shopnogulo,MEDIUM,pop,LOW,MEDIUM,HIGH,MEDIUM,LOW,1,MEDIUM,4
9/18/2020 20:04,Lal Jhuti Kakatua,MEDIUM,folk,LOW,MEDIUM,MEDIUM,HIGH,HIGH,1,MEDIUM,4
9/18/2020 20:04,Mon Majhi Re,MEDIUM,rock,MEDIUM,LOW,MEDIUM,MEDIUM,LOW,1,HIGH,4
9/18/2020 20:05,O Amar Ural Ponkhire,MEDIUM,folk,HIGH,MEDIUM,HIGH,MEDIUM,HIGH,1,LOW,3
9/18/2020 20:05,Tumi Amar Amoni Ekjon,LONG,jazz,LOW,MEDIUM,MEDIUM,LOW,MEDIUM,1,LOW,5
9/18/2020 20:06,Ami Bonoful Go,SHORT,pop,MEDIUM,HIGH,MEDIUM,MEDIUM,LOW,1,HIGH,5
9/18/2020 20:07,Tumi Amar Moner Manush,LONG,rock,HIGH,MEDIUM,LOW,MEDIUM,HIGH,1,MEDIUM,5
9/18/2020 20:09,Batashe Gungun,MEDIUM,pop,HIGH,MEDIUM,LOW,HIGH,MEDIUM,1,MEDIUM,3
9/18/2020 20:09,More Jabo,LONG,folk,HIGH,LOW,MEDIUM,MEDIUM,HIGH,1,MEDIUM,5
9/18/2020 20:21,E Amar Gurudokkhina,SHORT,folk,LOW,HIGH,MEDIUM,LOW,HIGH,1,MEDIUM,5
9/18/2020 20:22,Tumi Mor Jiboner Vabona,LONG,folk,LOW,MEDIUM,HIGH,HIGH,MEDIUM,1,LOW,3
9/18/2020 20:22,O Priya,MEDIUM,jazz,HIGH,MEDIUM,LOW,MEDIUM,LOW,1,HIGH,5
9/18/2020 20:32,Thikana,MEDIUM,jazz,HIGH,MEDIUM,LOW,HIGH,MEDIUM,1,MEDIUM,5
9/18/2020 20:33,Rater Akashe,MEDIUM,jazz,MEDIUM,HIGH,HIGH,LOW,LOW,1,HIGH,5
9/18/2020 20:34,Tumi Je Amar Kobita,LONG,pop,LOW,MEDIUM,HIGH,MEDIUM,LOW,1,LOW,5
9/18/2020 20:54,Keno Ei Nisshongota,SHORT,rock,HIGH,MEDIUM,HIGH,MEDIUM,MEDIUM,1,LOW,5
9/18/2020 20:56,Amar Ghum Prani Bondhu,MEDIUM,folk,LOW,HIGH,HIGH,MEDIUM,MEDIUM,1,LOW,3
9/18/2020 20:56,Ki Chile Amar,LONG,pop,HIGH,MEDIUM,LOW,MEDIUM,HIGH,1,LOW,3
9/18/2020 21:04,Maa,SHORT,folk,MEDIUM,HIGH,HIGH,LOW,LOW,1,HIGH,5
9/18/2020 21:09,E Mon tomake Dilam,MEDIUM,jazz,MEDIUM,MEDIUM,HIGH,MEDIUM,LOW,1,MEDIUM,5
9/18/2020 21:12,Shironame Tumi,SHORT,rnb,MEDIUM,HIGH,MEDIUM,LOW,MEDIUM,1,HIGH,5
9/18/2020 21:13,Prem ki Bujhini,MEDIUM,rock,LOW,LOW,HIGH,MEDIUM,HIGH,1,MEDIUM,3
9/18/2020 21:20,Ek Paye Nupur Amar,LONG,folk,HIGH,MEDIUM,LOW,MEDIUM,HIGH,1,HIGH,5
9/18/2020 21:21,Ki Kore Bolbo Tomay,MEDIUM,rnb,MEDIUM,HIGH,MEDIUM,LOW,LOW,1,HIGH,4
9/18/2020 21:21,Mon Amar Tor Kinare,LONG,jazz,MEDIUM,LOW,MEDIUM,HIGH,MEDIUM,1,HIGH,4
9/18/2020 21:22,Rimjhim Ei Dharate,MEDIUM,rock,MEDIUM,HIGH,LOW,LOW,MEDIUM,1,MEDIUM,5
9/18/2020 22:26,Tomake Chai Ami,MEDIUM,pop,MEDIUM,LOW,MEDIUM,HIGH,MEDIUM,1,HIGH,5
9/18/2020 22:27,Keno Eto Chai Toke,LONG,rock,MEDIUM,LOW,HIGH,MEDIUM,LOW,1,LOW,5
9/18/2020 22:28,Doria Bondhu Re,SHORT,folk,MEDIUM,LOW,MEDIUM,HIGH,LOW,1,HIGH,4
9/18/2020 22:28,O Re Nil Doria,LONG,pop,LOW,MEDIUM,HIGH,MEDIUM,MEDIUM,1,LOW,5
9/18/2020 22:31,Ammajan,SHORT,jazz,LOW,HIGH,MEDIUM,HIGH,LOW,1,HIGH,3
9/18/2020 22:32,Ami Jacchi Baba,LONG,rnb,MEDIUM,HIGH,MEDIUM,HIGH,LOW,1,HIGH,5
9/18/2020 22:33,Bolte Bolte  Cholte Cholte,MEDIUM,rock,MEDIUM,LOW,HIGH,HIGH,MEDIUM,1,LOW,5
9/18/2020 22:34,Tumi kon Kanoner Ful,LONG,folk,MEDIUM,HIGH,HIGH,MEDIUM,LOW,1,MEDIUM,4
9/18/2020 22:35,Mago Tor Kanna,MEDIUM,jazz,MEDIUM,LOW,MEDIUM,MEDIUM,MEDIUM,1,MEDIUM,3
9/18/2020 22:35,Jibone ki Pabona,SHORT,folk,MEDIUM,HIGH,MEDIUM,HIGH,MEDIUM,1,MEDIUM,4
9/18/2020 22:36,Tomare Poroshe,LONG,jazz,HIGH,MEDIUM,MEDIUM,LOW,MEDIUM,1,HIGH,4
9/18/2020 22:36,Taravora Rate,MEDIUM,jazz,MEDIUM,MEDIUM,HIGH,MEDIUM,HIGH,1,MEDIUM,3
9/18/2020 22:37,Suachanpakhi,MEDIUM,rock,HIGH,HIGH,MEDIUM,LOW,MEDIUM,1,HIGH,4
9/18/2020 22:37,Kichu Kichu Manusher Jibone,LONG,rnb,HIGH,MEDIUM,HIGH,MEDIUM,LOW,1,MEDIUM,4
9/18/2020 22:38,Amar Golar Har,LONG,folk,HIGH,MEDIUM,HIGH,MEDIUM,LOW,1,MEDIUM,4
9/18/2020 22:41,Nai Telephone Naire Pion,MEDIUM,pop,HIGH,MEDIUM,LOW,HIGH,MEDIUM,1,HIGH,4
9/18/2020 22:45,O Shathi Re,LONG,folk,MEDIUM,HIGH,MEDIUM,HIGH,MEDIUM,1,MEDIUM,4
9/18/2020 22:46,Hashte Dekho,LONG,jazz,HIGH,LOW,LOW,MEDIUM,HIGH,1,MEDIUM,5
9/18/2020 22:47,Tomar Amar Prem,MEDIUM,jazz,LOW,MEDIUM,HIGH,LOW,MEDIUM,1,MEDIUM,4
9/18/2020 22:48,Nilanjona,MEDIUM,pop,LOW,LOW,HIGH,MEDIUM,MEDIUM,1,HIGH,5
9/18/2020 22:49,Ekti Bangladesh,SHORT,jazz,MEDIUM,LOW,MEDIUM,HIGH,MEDIUM,1,MEDIUM,3
9/18/2020 22:49,Ek Sagor Rokter Binimoye,MEDIUM,rnb,HIGH,MEDIUM,LOW,HIGH,LOW,1,MEDIUM,5
9/18/2020 22:50,O Amar Bangla Ma ,MEDIUM,rock,HIGH,MEDIUM,HIGH,MEDIUM,LOW,1,HIGH,5
9/18/2020 22:50,Ja Re Ja,MEDIUM,pop,MEDIUM,MEDIUM,LOW,HIGH,MEDIUM,1,LOW,4
9/18/2020 22:51,Mahi Ve,MEDIUM,rnb,MEDIUM,LOW,HIGH,LOW,HIGH,1,LOW,4
9/18/2020 22:56,Osru Diye Lekha Gaan,MEDIUM,pop,MEDIUM,HIGH,MEDIUM,HIGH,MEDIUM,1,LOW,5
9/18/2020 22:58,Challenge Nibi Na Shala,MEDIUM,rock,HIGH,MEDIUM,HIGH,MEDIUM,LOW,1,MEDIUM,4
9/18/2020 22:59,Eki Sundor Sornali Shondhay,SHORT,jazz,MEDIUM,LOW,MEDIUM,HIGH,LOW,1,MEDIUM,3
9/18/2020 23:01,Shopno Jeno Sotti Holo,MEDIUM,pop,HIGH,MEDIUM,LOW,MEDIUM,MEDIUM,1,HIGH,5
9/18/2020 23:02,Mon Je Kore Uru Uru,SHORT,pop,MEDIUM,HIGH,MEDIUM,HIGH,LOW,1,HIGH,4
9/18/2020 23:18,Din Gelo Tmaro ,MEDIUM,rnb,HIGH,LOW,HIGH,MEDIUM,LOW,1,MEDIUM,4
9/18/2020 23:19,Shopnonil,SHORT,rock,HIGH,LOW,HIGH,MEDIUM,MEDIUM,1,HIGH,3
9/19/2020 0:07,Ore Nil Doria,SHORT,jazz,MEDIUM,MEDIUM,HIGH,HIGH,LOW,1,LOW,4
9/19/2020 0:08,Jibone Ki Pabona,MEDIUM,rock,MEDIUM,HIGH,MEDIUM,HIGH,LOW,1,HIGH,5
9/19/2020 0:26,Ami Bar Bar Hajarbar,LONG,rock,MEDIUM,HIGH,MEDIUM,MEDIUM,HIGH,1,MEDIUM,5
9/19/2020 0:29,De De Pal Tule De,MEDIUM,rock,HIGH,LOW,LOW,MEDIUM,MEDIUM,1,HIGH,5
9/19/2020 0:29,Eto Sundor Prithibi,LONG,jazz,MEDIUM,HIGH,LOW,MEDIUM,HIGH,1,MEDIUM,5
9/19/2020 0:30,Tomar Khola Hawa,MEDIUM,pop,HIGH,LOW,MEDIUM,HIGH,MEDIUM,1,MEDIUM,4
9/19/2020 0:32,Chithi Elo Jelkhanate,SHORT,rnb,LOW,MEDIUM,HIGH,MEDIUM,HIGH,1,MEDIUM,4
9/19/2020 0:37,Tumi Ami,MEDIUM,pop,LOW,MEDIUM,HIGH,MEDIUM,LOW,1,MEDIUM,5
9/19/2020 0:38,Sobujher Buke Lal,MEDIUM,pop,MEDIUM,HIGH,LOW,MEDIUM,HIGH,1,MEDIUM,4
9/19/2020 0:39,Koshto,SHORT,rock,MEDIUM,HIGH,HIGH,HIGH,LOW,1,HIGH,5
9/19/2020 0:40,Ami Kan Pete Roi,SHORT,rnb,HIGH,LOW,MEDIUM,HIGH,MEDIUM,1,LOW,4
